customer_id,snapshot_date,age,employment_type,monthly_income,avg_monthly_spend,spend_volatility,salary_drop_pct,emi_amount,emi_to_income_ratio,credit_limit,credit_utilization,utilization_trend_slope,missed_payments_6m,late_payment_count_6m,days_since_last_payment,num_credit_accounts,recent_inquiries_3m,macro_stress_index,target_pre_delinquent
112823,2024-01-01 12:00:00,36,contract,110116.7,99043.0,0.281,-0.106,22721.91,0.206,288487.44,0.398,0.106,0,2,9,2,0.0,0.411,1
101502,2024-01-01 13:00:00,23,self_employed,76966.13,36232.68,0.372,0.171,7964.42,0.103,303277.37,0.432,0.166,0,0,1,3,0.0,0.506,0
111189,2024-01-01 14:00:00,28,salaried,88311.56,42553.36,0.576,-0.273,16545.88,0.187,330220.75,0.136,0.037,1,0,36,1,0.0,0.405,0
110167,2024-01-01 15:00:00,39,self_employed,70255.48,32456.29,0.214,-0.255,20879.85,0.297,296461.37,0.202,-0.042,1,1,77,2,0.0,0.383,0
110114,2024-01-01 15:00:00,35,salaried,45613.77,38692.18,0.372,-0.001,13868.93,0.304,344752.16,0.369,0.003,0,0,0,1,0.0,0.606,0
112398,2024-01-01 16:00:00,51,self_employed,67082.07,38531.09,0.246,-0.078,7855.75,0.117,301796.84,0.042,-0.054,0,0,22,7,1.0,0.738,0
104251,2024-01-01 16:00:00,38,salaried,34797.45,14146.55,0.568,0.031,10784.38,0.31,538948.08,0.265,0.036,0,0,23,8,1.0,0.746,0
101911,2024-01-01 16:00:00,27,salaried,62150.84,43331.57,0.296,0.134,8692.04,0.14,332759.19,0.139,-0.011,1,0,18,1,0.0,0.583,0
103469,2024-01-01 18:00:00,44,salaried,102633.36,37670.46,0.259,0.018,12512.31,0.122,380634.92,0.319,-0.046,2,1,2,3,1.0,0.693,1
103237,2024-01-01 18:00:00,35,salaried,36173.95,20890.01,0.364,0.012,9347.61,0.258,349192.4,0.297,-0.018,1,0,5,8,0.0,0.494,0
113934,2024-01-01 18:00:00,22,salaried,78698.12,54121.93,0.566,-0.048,23479.72,0.298,175758.66,0.248,0.025,1,0,25,1,0.0,0.92,1
105408,2024-01-01 18:00:00,49,self_employed,65287.51,31670.71,0.438,0.002,9058.75,0.139,395758.61,0.18,0.044,1,0,7,4,0.0,0.602,0
113481,2024-01-01 19:00:00,42,salaried,43562.79,21234.42,0.077,0.115,5702.3,0.131,432530.13,0.415,-0.016,0,0,29,7,2.0,0.551,0
110790,2024-01-01 20:00:00,41,salaried,83006.24,72914.58,0.304,0.079,6081.67,0.073,597176.82,0.423,-0.031,0,0,17,1,2.0,0.906,0
112014,2024-01-01 20:00:00,22,contract,38881.06,15041.73,0.221,-0.09,6161.77,0.158,399426.95,0.119,-0.025,1,0,11,1,0.0,0.782,0
106807,2024-01-01 21:00:00,44,salaried,52543.8,20388.1,0.73,0.17,9433.01,0.18,266213.77,0.527,0.006,0,1,4,7,0.0,0.765,1
101445,2024-01-01 21:00:00,59,contract,96786.94,43197.8,0.18,-0.142,20710.95,0.214,139991.38,0.028,0.167,0,0,10,5,0.0,0.521,0
107092,2024-01-01 22:00:00,23,salaried,97582.97,50554.75,0.705,-0.02,25357.21,0.26,184675.86,0.392,0.063,0,0,9,2,0.0,0.368,0
102013,2024-01-01 22:00:00,29,salaried,102495.33,41070.65,0.213,0.012,16827.25,0.164,266172.88,0.093,0.037,0,1,3,4,1.0,0.391,0
110889,2024-01-01 22:00:00,58,contract,95237.34,83266.05,0.05,-0.144,19060.84,0.2,279123.9,0.257,0.044,0,0,4,7,0.0,0.641,0
109125,2024-01-01 23:00:00,43,salaried,46218.23,29674.8,0.339,0.004,16150.81,0.349,203268.76,0.111,0.109,0,1,7,6,1.0,0.549,0
102716,2024-01-02 00:00:00,34,salaried,26430.53,13939.9,0.05,-0.136,4740.04,0.179,202712.07,0.232,0.069,1,1,42,7,1.0,0.289,1
108650,2024-01-02 01:00:00,35,salaried,71889.75,32560.98,0.275,-0.035,4340.55,0.06,54949.98,0.257,0.047,0,4,15,3,0.0,0.481,1
102938,2024-01-02 01:00:00,24,salaried,67158.47,36132.61,0.238,-0.029,11454.77,0.171,228887.36,0.338,0.096,0,0,14,7,0.0,0.597,0
105179,2024-01-02 02:00:00,37,self_employed,52550.62,19592.52,0.259,0.291,15311.61,0.291,133538.7,0.556,-0.007,0,1,2,3,0.0,0.716,0
111337,2024-01-02 02:00:00,59,salaried,73518.66,52429.59,0.693,0.17,22262.82,0.303,307870.35,0.396,-0.148,0,1,4,2,2.0,0.757,0
110938,2024-01-02 03:00:00,48,salaried,53481.71,43247.64,0.581,-0.156,4694.91,0.088,50573.95,0.231,0.007,0,2,20,8,2.0,0.506,0
114752,2024-01-02 03:00:00,55,salaried,52274.85,34914.56,0.36,-0.039,4744.28,0.091,71356.59,0.257,0.04,0,2,3,5,0.0,0.458,0
114128,2024-01-02 03:00:00,38,self_employed,143753.34,52957.41,0.366,0.019,47747.81,0.332,222132.92,0.326,0.013,1,0,3,8,0.0,0.671,0
106381,2024-01-02 04:00:00,48,self_employed,43724.64,27956.73,0.58,-0.035,6489.88,0.148,50000.0,0.38,0.036,0,0,12,7,0.0,0.354,0
106993,2024-01-02 04:00:00,21,salaried,98166.27,36837.17,0.39,0.226,23322.21,0.238,255639.19,0.465,0.097,0,0,44,5,1.0,0.573,0
107484,2024-01-02 08:00:00,37,salaried,69342.46,30269.53,0.261,-0.118,13992.28,0.202,66310.46,0.281,0.086,0,2,1,3,0.0,0.64,0
110714,2024-01-02 09:00:00,22,salaried,74076.4,60959.3,0.05,0.057,8620.94,0.116,310883.81,0.415,0.188,0,0,0,5,1.0,0.308,0
108923,2024-01-02 12:00:00,25,salaried,80647.06,71447.56,0.838,0.105,17040.74,0.211,344575.91,0.496,-0.011,0,0,4,4,2.0,0.646,1
107800,2024-01-02 13:00:00,34,salaried,91771.72,73752.2,0.432,-0.109,22579.22,0.246,232952.02,0.695,0.016,0,1,2,8,1.0,0.785,1
113171,2024-01-02 13:00:00,44,salaried,62424.37,29874.57,0.593,0.111,20557.59,0.329,359399.12,0.104,0.062,1,0,16,8,1.0,0.581,1
112184,2024-01-02 14:00:00,50,salaried,54051.91,25018.28,0.326,-0.043,5886.66,0.109,362301.06,0.249,-0.038,0,0,18,8,0.0,0.672,0
101337,2024-01-02 14:00:00,49,salaried,61738.84,50289.03,0.171,0.093,5939.29,0.096,243883.39,0.575,-0.034,0,1,4,5,2.0,0.628,0
101988,2024-01-02 14:00:00,36,contract,89198.77,37622.86,0.373,0.135,21578.92,0.242,315791.1,0.241,0.115,0,0,29,6,0.0,0.316,0
112519,2024-01-02 14:00:00,42,salaried,50756.86,33954.75,0.346,-0.186,11572.89,0.228,181057.16,0.381,0.062,0,2,0,1,0.0,0.664,0
108958,2024-01-02 15:00:00,41,salaried,72836.34,53679.95,0.379,-0.03,9588.88,0.132,138607.58,0.216,0.02,1,0,43,7,0.0,0.854,0
102380,2024-01-02 16:00:00,27,salaried,36716.43,26370.81,0.311,0.224,11606.45,0.316,338814.34,0.205,-0.015,0,0,7,1,1.0,0.626,0
113325,2024-01-02 16:00:00,27,self_employed,74351.75,46829.67,0.321,-0.065,6051.34,0.081,221007.96,0.345,-0.011,0,0,4,8,0.0,0.631,0
114855,2024-01-02 18:00:00,45,salaried,101961.08,83732.37,0.617,-0.04,21213.83,0.208,329619.33,0.192,-0.134,0,0,51,8,0.0,0.464,0
109361,2024-01-02 19:00:00,34,self_employed,38923.0,16840.72,0.253,-0.114,3742.41,0.096,182701.34,0.585,-0.061,1,2,76,7,1.0,0.747,1
104287,2024-01-02 20:00:00,25,salaried,40138.12,25160.53,0.417,-0.042,5021.87,0.125,315114.96,0.434,-0.092,1,0,19,5,0.0,0.654,0
107833,2024-01-02 21:00:00,40,self_employed,65905.28,33007.05,0.272,-0.037,11288.26,0.171,447717.24,0.231,0.048,0,2,9,6,0.0,0.563,0
110601,2024-01-02 21:00:00,38,salaried,38188.7,17610.99,0.609,0.024,9365.45,0.245,380925.04,0.227,-0.002,0,1,3,1,0.0,0.586,0
110428,2024-01-02 21:00:00,33,salaried,78963.66,33130.65,0.312,-0.007,3956.72,0.05,250956.62,0.429,0.08,0,2,12,2,0.0,0.48,0
113426,2024-01-02 23:00:00,54,salaried,75937.68,58612.71,0.387,-0.094,25273.07,0.333,370588.24,0.287,0.089,0,1,2,2,1.0,0.523,0
110072,2024-01-03 00:00:00,25,contract,18630.12,8555.71,0.354,0.078,4726.67,0.254,361501.86,0.306,0.151,1,0,36,7,0.0,0.625,1
106017,2024-01-03 00:00:00,39,salaried,45189.87,20363.2,0.328,-0.115,5431.47,0.12,351427.34,0.28,0.015,2,0,86,2,1.0,0.59,1
103234,2024-01-03 01:00:00,57,self_employed,40106.02,21239.89,0.546,-0.036,6591.47,0.164,190570.41,0.171,-0.01,0,1,3,2,1.0,0.897,0
113747,2024-01-03 01:00:00,44,salaried,77007.22,57592.89,0.254,0.181,6675.22,0.087,272783.76,0.52,0.048,0,0,23,2,0.0,0.789,0
113828,2024-01-03 02:00:00,45,self_employed,99428.74,63435.57,0.383,-0.027,30165.38,0.303,163419.91,0.321,0.053,0,1,90,6,1.0,0.68,0
113997,2024-01-03 02:00:00,52,salaried,52998.28,41315.15,0.348,-0.227,4835.97,0.091,153567.09,0.406,0.045,0,0,2,1,0.0,0.272,0
109205,2024-01-03 03:00:00,29,self_employed,82246.89,57376.23,0.16,-0.166,7811.63,0.095,388513.7,0.071,0.116,1,1,8,7,1.0,0.241,0
103858,2024-01-03 04:00:00,47,salaried,63972.97,30358.78,0.314,-0.068,9171.51,0.143,262003.21,0.154,0.011,0,0,4,4,3.0,0.713,0
103581,2024-01-03 05:00:00,26,salaried,81454.78,55224.4,0.44,0.111,5196.87,0.064,240206.02,0.088,-0.089,0,0,20,8,0.0,0.663,0
100982,2024-01-03 06:00:00,28,self_employed,131273.27,83837.08,0.248,0.234,28784.25,0.219,264254.23,0.423,-0.014,0,0,4,2,0.0,0.447,0
100707,2024-01-03 07:00:00,54,salaried,97611.79,46870.66,0.454,-0.018,11078.62,0.113,253930.29,0.392,0.063,0,3,14,8,1.0,0.39,1
107183,2024-01-03 07:00:00,40,salaried,60385.08,46280.32,0.245,0.108,4060.58,0.067,214211.7,0.173,0.059,1,0,15,1,0.0,0.682,0
110038,2024-01-03 08:00:00,47,salaried,96918.32,37500.77,0.117,0.041,15600.86,0.161,195411.78,0.431,-0.041,0,0,6,6,0.0,0.592,0
109672,2024-01-03 08:00:00,24,salaried,66808.13,34705.84,0.501,-0.024,23007.85,0.344,371920.01,0.212,-0.019,0,1,3,7,0.0,0.502,1
107079,2024-01-03 08:00:00,23,salaried,79790.53,70772.37,0.343,-0.083,25823.31,0.324,222285.17,0.013,0.052,1,0,26,5,0.0,0.869,0
111675,2024-01-03 10:00:00,45,salaried,83839.61,33451.82,0.21,0.149,17420.91,0.208,222589.42,0.2,0.108,1,2,0,3,2.0,0.391,1
106586,2024-01-03 10:00:00,56,salaried,46853.83,22177.81,0.207,0.053,6520.46,0.139,231168.24,0.249,0.006,0,0,0,3,1.0,0.515,0
113176,2024-01-03 10:00:00,51,salaried,26456.58,11389.7,0.312,0.093,2511.71,0.095,235292.56,0.493,-0.128,0,2,11,4,0.0,0.641,0
105144,2024-01-03 12:00:00,53,self_employed,65502.46,49057.03,0.209,0.05,16853.99,0.257,158293.46,0.609,0.055,1,0,45,6,1.0,0.643,0
113165,2024-01-03 12:00:00,23,self_employed,71859.83,48877.66,0.208,-0.07,5798.91,0.081,223508.99,0.369,0.144,1,2,43,8,0.0,0.5,0
101106,2024-01-03 12:00:00,27,salaried,48938.2,19429.48,0.246,0.025,5075.88,0.104,169693.43,0.535,-0.041,0,0,20,8,1.0,0.622,0
103415,2024-01-03 12:00:00,26,self_employed,72477.04,43246.98,0.167,-0.252,25091.74,0.346,108778.81,0.697,0.074,1,0,49,5,3.0,0.769,1
111875,2024-01-03 13:00:00,56,salaried,51050.95,25359.9,0.341,0.194,11792.89,0.231,338430.92,0.204,-0.072,1,1,8,2,0.0,0.449,1
113486,2024-01-03 13:00:00,29,self_employed,81079.17,72063.46,0.358,0.007,22467.92,0.277,340418.55,0.311,0.141,1,3,18,5,0.0,0.43,1
111003,2024-01-03 13:00:00,59,salaried,26068.72,14875.46,0.05,-0.031,2195.9,0.084,178855.8,0.451,0.015,1,0,10,7,0.0,0.473,0
113358,2024-01-03 14:00:00,44,self_employed,67479.33,44557.72,0.697,-0.049,22907.94,0.339,50000.0,0.358,-0.001,1,0,13,2,2.0,0.433,1
113440,2024-01-03 14:00:00,23,self_employed,93868.13,76440.78,0.05,0.187,31648.13,0.337,282095.66,0.157,0.037,1,0,12,7,0.0,0.379,0
103386,2024-01-03 14:00:00,36,self_employed,60995.51,33850.57,0.299,0.062,17428.7,0.286,301181.68,0.198,0.028,3,1,3,7,0.0,0.366,1
110343,2024-01-03 15:00:00,37,contract,49789.99,29735.32,0.345,0.177,14240.9,0.286,187348.96,0.259,0.069,0,1,73,1,1.0,0.616,0
114475,2024-01-03 15:00:00,30,self_employed,75824.81,68140.02,0.681,-0.095,14567.53,0.192,415856.76,0.297,0.091,1,1,18,3,0.0,0.534,0
106782,2024-01-03 16:00:00,53,contract,15000.0,8745.51,0.395,-0.15,2490.37,0.166,265410.5,0.123,0.108,2,0,9,8,1.0,0.712,0
110976,2024-01-03 16:00:00,39,salaried,73144.21,34782.62,0.726,-0.171,10759.0,0.147,255045.94,0.491,0.1,0,1,14,4,0.0,0.659,1
100076,2024-01-03 16:00:00,43,salaried,37803.38,20992.77,0.575,-0.106,3466.95,0.092,367408.18,0.335,0.084,1,0,26,8,0.0,0.541,0
113257,2024-01-03 16:00:00,35,salaried,42025.54,34296.35,0.391,0.118,10967.32,0.261,147749.32,0.126,-0.004,0,0,24,8,0.0,0.742,0
108734,2024-01-03 17:00:00,22,salaried,76589.28,27362.34,0.378,0.14,13211.66,0.173,175217.24,0.137,0.014,1,0,1,5,0.0,0.29,0
111141,2024-01-03 17:00:00,42,salaried,41226.26,33010.79,0.237,-0.09,14141.37,0.343,216431.01,0.185,0.04,0,1,0,7,1.0,0.622,0
106085,2024-01-03 18:00:00,48,self_employed,71373.4,49371.58,0.228,0.069,20037.4,0.281,254932.16,0.075,0.083,2,1,8,6,0.0,0.348,0
104878,2024-01-03 18:00:00,45,self_employed,68961.95,40142.9,0.587,-0.028,21299.43,0.309,388531.13,0.344,0.063,0,0,1,1,1.0,0.447,0
108019,2024-01-03 18:00:00,43,salaried,15000.0,9016.15,0.576,0.066,1881.03,0.125,149170.24,0.428,0.144,0,1,24,2,0.0,0.549,0
114584,2024-01-03 18:00:00,59,salaried,15000.0,11222.27,0.309,0.035,3072.25,0.205,101609.09,0.113,0.027,1,0,28,2,1.0,0.531,0
105327,2024-01-03 19:00:00,27,salaried,44314.84,39256.1,0.567,-0.035,3358.11,0.076,50000.0,0.086,0.09,0,2,2,2,1.0,0.869,0
103661,2024-01-03 19:00:00,28,salaried,54772.71,46494.28,0.322,0.059,17555.15,0.321,121658.19,0.317,0.161,0,0,26,3,0.0,0.607,0
109162,2024-01-03 20:00:00,23,contract,52055.16,39605.03,0.576,0.072,7956.13,0.153,319268.75,0.302,0.007,0,0,10,8,0.0,0.381,0
105445,2024-01-03 21:00:00,49,salaried,91658.5,57933.73,0.383,0.066,26977.05,0.294,271809.09,0.292,0.007,1,0,11,7,0.0,0.45,0
110077,2024-01-03 22:00:00,31,salaried,56361.75,30005.38,0.599,0.138,11333.91,0.201,185410.89,0.325,-0.043,0,0,22,4,0.0,0.372,0
110839,2024-01-03 23:00:00,37,salaried,39405.07,14751.8,0.45,0.058,2589.19,0.066,161230.47,0.169,-0.098,1,1,7,2,0.0,0.472,0
107894,2024-01-03 23:00:00,43,self_employed,15000.0,11545.97,0.124,-0.119,1000.0,0.067,332958.55,0.055,-0.031,0,0,4,1,0.0,0.435,0
104095,2024-01-03 23:00:00,27,self_employed,62544.68,52149.73,0.419,0.296,14787.34,0.236,384651.47,0.179,0.127,0,1,1,7,0.0,0.505,0
110937,2024-01-03 23:00:00,50,salaried,52327.48,23595.35,0.358,-0.111,6535.09,0.125,168094.83,0.276,-0.124,0,0,9,5,0.0,0.473,0
108953,2024-01-03 23:00:00,41,salaried,65292.41,58393.76,0.499,-0.264,17112.27,0.262,325093.07,0.355,0.038,0,2,6,3,0.0,0.488,1
101725,2024-01-04 00:00:00,36,self_employed,16096.92,9295.35,0.358,0.036,5522.81,0.343,255466.86,0.259,0.051,0,0,1,6,0.0,0.609,0
108712,2024-01-04 01:00:00,29,contract,33306.43,16637.11,0.079,0.223,11444.14,0.344,381955.95,0.068,-0.074,0,4,90,2,0.0,0.146,0
113244,2024-01-04 01:00:00,25,self_employed,91387.61,72800.8,0.444,-0.015,29046.26,0.318,354430.94,0.5,-0.002,0,1,3,4,1.0,0.496,0
101049,2024-01-04 02:00:00,50,self_employed,21311.68,14081.37,0.255,0.126,6346.82,0.298,229948.8,0.39,-0.07,0,0,30,3,0.0,0.299,0
106212,2024-01-04 02:00:00,51,salaried,50796.6,26296.33,0.309,0.116,14135.82,0.278,191579.92,0.123,0.066,0,0,8,1,0.0,0.404,0
106410,2024-01-04 03:00:00,52,contract,24322.28,15317.15,0.188,-0.027,6785.94,0.279,157448.59,0.454,-0.089,0,3,23,2,0.0,0.688,0
104238,2024-01-04 03:00:00,40,contract,78423.0,48565.14,0.298,-0.052,27126.36,0.346,223360.19,0.159,-0.013,1,2,10,7,0.0,0.32,1
107427,2024-01-04 04:00:00,56,salaried,42532.74,33862.36,0.266,-0.042,12537.59,0.295,147598.51,0.246,-0.069,0,0,13,1,1.0,0.541,0
109123,2024-01-04 04:00:00,41,self_employed,65017.69,56343.48,0.064,0.075,17040.41,0.262,446153.82,0.129,0.073,0,0,4,8,0.0,0.553,0
100825,2024-01-04 05:00:00,26,salaried,56875.33,50246.4,0.386,-0.211,3193.15,0.056,376340.01,0.286,0.024,1,0,33,7,0.0,0.682,0
110949,2024-01-04 06:00:00,49,salaried,39432.48,15295.91,0.218,0.129,5069.34,0.129,340772.17,0.317,0.096,1,0,16,7,0.0,0.624,0
106348,2024-01-04 06:00:00,35,salaried,58448.86,34295.83,0.123,0.001,12061.62,0.206,454331.34,0.058,-0.114,0,0,12,1,2.0,0.383,0
112609,2024-01-04 06:00:00,49,salaried,65982.0,47244.39,0.05,0.168,12144.07,0.184,425677.91,0.063,-0.101,1,0,23,1,1.0,0.521,0
101929,2024-01-04 06:00:00,35,salaried,93764.3,35317.09,0.378,0.123,29155.21,0.311,328602.7,0.091,0.063,0,0,74,5,0.0,0.398,0
110652,2024-01-04 07:00:00,38,salaried,60216.27,37898.0,0.48,-0.228,20196.38,0.335,183662.53,0.151,0.082,0,0,4,5,0.0,0.58,0
114624,2024-01-04 07:00:00,27,salaried,68116.96,59536.14,0.208,0.111,3545.65,0.052,267452.93,0.293,0.049,0,1,1,3,0.0,0.817,0
107878,2024-01-04 08:00:00,31,salaried,38481.29,32007.26,0.525,0.0,12715.67,0.33,183927.87,0.18,-0.009,1,0,26,4,0.0,0.615,0
108513,2024-01-04 08:00:00,24,self_employed,25876.65,10905.62,0.169,0.001,8844.47,0.342,142754.19,0.243,0.126,2,1,44,6,1.0,0.52,1
109083,2024-01-04 09:00:00,55,salaried,66215.61,24071.44,0.383,-0.072,13904.84,0.21,227001.14,0.3,0.059,0,1,3,7,0.0,0.74,0
108643,2024-01-04 09:00:00,28,salaried,33880.35,18888.42,0.434,0.029,1895.28,0.056,175684.16,0.209,-0.039,1,0,32,8,0.0,0.288,0
103306,2024-01-04 10:00:00,24,salaried,96460.84,78027.23,0.457,-0.05,11234.47,0.116,131636.6,0.085,-0.008,0,0,45,5,0.0,0.245,0
112350,2024-01-04 12:00:00,27,self_employed,78317.07,52383.84,0.218,0.147,9469.36,0.121,364407.53,0.368,-0.072,0,0,0,7,1.0,0.819,0
112088,2024-01-04 13:00:00,59,self_employed,67305.04,34645.46,0.389,0.185,23093.77,0.343,234802.57,0.202,-0.067,3,0,66,8,0.0,0.505,1
103431,2024-01-04 14:00:00,56,contract,55212.52,48532.92,0.306,0.097,14388.93,0.261,390248.16,0.211,0.064,0,1,5,8,2.0,0.482,0
114825,2024-01-04 15:00:00,60,salaried,44467.16,38594.25,0.082,-0.022,7295.1,0.164,224563.32,0.487,0.087,0,0,4,4,1.0,0.757,0
105827,2024-01-04 15:00:00,41,self_employed,115786.45,78041.59,0.356,0.007,19877.78,0.172,211563.39,0.259,0.079,2,0,1,3,0.0,0.622,0
101422,2024-01-04 17:00:00,25,salaried,36461.2,24710.97,0.431,0.023,2190.25,0.06,157962.32,0.362,-0.052,1,1,26,6,1.0,0.62,1
104257,2024-01-04 17:00:00,43,contract,47451.4,21439.26,0.442,-0.073,3648.22,0.077,173356.93,0.098,0.194,0,0,21,3,0.0,0.441,0
110562,2024-01-04 17:00:00,22,salaried,87369.99,49437.76,0.595,-0.052,17882.6,0.205,218029.59,0.387,0.163,0,0,17,8,0.0,0.418,0
114613,2024-01-04 18:00:00,25,salaried,40619.96,16139.94,0.481,-0.012,3100.31,0.076,207732.52,0.462,0.0,1,0,13,6,1.0,0.255,0
104030,2024-01-04 18:00:00,27,salaried,61084.35,21609.06,0.136,0.099,3251.59,0.053,235505.02,0.559,0.105,0,1,91,4,0.0,0.772,0
107025,2024-01-04 19:00:00,44,salaried,28184.76,10960.62,0.519,-0.155,6113.53,0.217,256718.26,0.092,0.046,0,1,5,4,0.0,0.625,0
109830,2024-01-04 20:00:00,41,contract,81958.39,64421.38,0.694,-0.233,4181.88,0.051,411721.2,0.138,-0.109,0,1,0,8,1.0,0.324,0
109203,2024-01-04 20:00:00,34,salaried,18018.02,13180.62,0.359,0.162,1014.59,0.056,199755.93,0.33,0.001,0,0,12,4,3.0,0.398,0
107417,2024-01-04 21:00:00,45,self_employed,78039.86,64535.42,0.344,0.077,24618.19,0.315,159689.7,0.338,-0.028,1,1,17,2,0.0,0.784,1
112316,2024-01-04 22:00:00,49,salaried,59236.01,20988.01,0.05,-0.05,19861.37,0.335,194516.9,0.189,0.117,0,2,2,3,1.0,0.543,1
100878,2024-01-04 22:00:00,50,contract,64931.76,27630.53,0.3,-0.112,20861.0,0.321,330648.07,0.093,0.045,0,0,7,8,0.0,0.621,0
109269,2024-01-04 23:00:00,46,salaried,73832.76,62035.4,0.378,-0.156,23186.0,0.314,144773.52,0.067,0.165,0,1,12,1,1.0,0.705,0
108124,2024-01-05 00:00:00,42,salaried,66816.23,57821.88,0.378,0.259,9692.76,0.145,325450.16,0.116,0.114,0,0,2,2,0.0,0.704,0
114618,2024-01-05 01:00:00,33,salaried,49861.99,34500.12,0.449,-0.184,15171.05,0.304,242497.02,0.266,0.103,2,0,66,7,1.0,0.665,0
102201,2024-01-05 01:00:00,38,salaried,89977.16,78326.33,0.314,-0.012,26063.9,0.29,403459.94,0.306,-0.054,1,0,3,5,1.0,0.8,0
